Config(simulationDelay=10, popSize=1000, elitismPercentage=0.15, tournamentSize=3, tournamentAmount=36, maxGenerations=2000, maxStagnation=100, crossoverSwapAmount=2, crossoverChance=0.73, mutationChance=0.45), Dimensions(width=2150, height=1100, doorX=800, doorHeight=750, doorWidth=500)
0,216,224
1,160,434
2,160,545
3,66,662
4,30,772
5,30,897
6,6,978
7,6,1095
8,6,1183
9,6,1269
10,6,1353
11,6,1449
12,6,1537
13,6,1633
14,6,1728
15,6,1819
16,6,1919
17,6,2042
18,6,2145
19,6,2256
20,6,2345
21,6,2428
22,6,2511
23,6,2596
24,6,2678
25,6,2774
26,6,2868
27,6,2945
28,6,3027
29,6,3112
30,6,3209
31,6,3301
32,6,3398
33,6,3502
34,6,3580
35,6,3660
36,6,3737
37,6,3816
38,6,3900
39,6,3984
40,6,4072
41,6,4168
42,6,4266
43,6,4369
44,6,4466
45,6,4558
46,6,4657
47,6,4742
48,6,4825
49,6,4906
50,6,4989
51,6,5069
52,6,5154
53,6,5237
54,6,5326
55,6,5442
